0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,label
AAAS,ABI2,ACTA1,ACTA2,ACTB,ACTC1,ACTG1,ACTG2,ACTN4,ANP32E,ARMC6,ATXN10,BAK1,BOP1,CAPZB,CD2AP,CHCHD3,CHD4,CNOT1,CYFIP1,DBN1,DHX9,DSTN,EPAS1,FANCI,FLNA,FLNB,GTF2I,GYS1,HNRNPA3,HNRNPH1,HNRNPM,HNRNPU,INF2,IPO4,IPO7,IQGAP1,LRPPRC,MRPS17,MYH10,MYH9,MYL6,NCKAP1,NDUFA10,NDUFC1,NDUFS1,NDUFS2,NUBPL,OXSM,PCBP2,PDLIM1,PML,PPM1F,PRC1,PRDX1,RAC1,RNH1,RPA1,RPN1,RRP1,RUFY1,SAFB2,SAMM50,SART3,SLC2A1,SLC2A3,SLC3A2,SLC7A11,SMPD4,SQSTM1,STRAP,TARDBP,TLN1,TRIP6,WASF2,ZHX2,label
-0.82807446,-0.10254192,-5.173032,4.840231,5.98537655,-0.2676227,6.820517867,4.6023445,0.10484265,-0.268238545,0.43857098,-0.37548256,1.4624615,2.67772,0.9019222,-2.6856983,0.41150762,0.8794699,-1.611783353,0.4867611,1.82332325,0.5289636,4.2407064,0.3807187,-1.199540933,2.2361755,-0.42525865,0.11399046,1.2779732,1.463448531,0.349932353,-1.1992916,0.622721898,-0.486645057,1.2836008,-2.38049768,0.76121426,-0.6489863,1.7840939,-1.508299187,2.2319036,5.60890875,-0.12644482,-2.26091715,3.8650026,1.32051709,1.2642765,-4.45007425,-0.08589649,-0.65879598,0.6854534,0.353669968,1.2071619,1.0833683,5.815565,2.323849333,1.330393133,2.1010141,1.92371148,0.29495,2.2774658,-0.1806035,2.3593893,-4.6537617,1.30173755,-0.01515055,2.57894325,-3.720986033,2.18078469,-1.8654865,2.23882435,1.333657,-1.663325065,3.6576843,1.755804367,-1.4532728,0
-0.016796112,0.01863865,-3.4996119,1.5050325,5.5092303,-0.3957336,6.741949367,0.18902588,1.0358925,-0.40028335,0.844121,-1.1163921,1.7604008,2.911892,-0.068390846,-2.4799247,-0.701252935,1.5120935,-1.286349113,-0.41952324,1.97489693,0.7873384,3.9951715,-0.6769381,-0.5229171,1.0650988,0.16617945,1.351820445,2.0987587,0.900536529,0.4360552,-1.9528285,0.999013913,-1.466697045,2.2403364,-3.24118071,0.17803383,-0.3483722,2.6488018,-2.317580543,0.990563385,5.9449168,0.15615559,-2.70339595,4.300517,1.63057758,1.3405552,-3.37473085,0.6931362,0.1264855,-0.45627213,-0.822366125,-1.2813113,3.210209,5.750847,2.009901367,1.359529667,2.3997993,0.534018503,1.26333906,3.1820946,-0.343889715,2.122138,-4.362414532,1.78511795,-3.1757724,3.09436185,-3.787304267,3.235326825,-1.8977848,1.423041351,1.713760367,-1.29985025,4.00023,1.7302135,1.0366001,0
0.060982704,-0.749585642,-4.6174307,-0.44346523,5.947559,-0.90186355,6.879945333,-2.2200904,-0.188207375,0.23779201,0.79970646,0.08268738,1.5576057,2.843155,0.4283991,-1.9863193,-0.065995215,0.9191208,-1.893639577,0.8488617,1.6692524,0.868536333,3.6200485,0.0432482,0.369944092,2.075488,0.0671594,0.617306364,2.5987244,1.647357938,1.1435086,-1.19625925,0.389459132,-0.600004813,0.4607525,-3.2675261,0.8686161,-0.4658389,2.273119,-2.41076754,2.5741501,5.8512465,0.15292072,-3.054456485,4.0324974,0.916108595,1.8095064,-5.241422,1.1081953,-0.556702613,-0.37503433,0.779918725,-0.5155604,1.7688675,5.3527937,2.543039933,1.4557387,3.06882,1.65628081,1.43077855,2.7460022,0.16560363,1.7039547,-4.0688826,0.79881575,-3.66226775,1.88370515,-5.676262233,2.407976125,-1.1227078,1.381927502,1.137017433,-1.36216142,3.6414928,1.620988207,-1.4950819,0
0.51428604,-0.015089035,-3.8095174,2.9108286,5.510908425,-0.53627155,6.722155667,2.4086246,0.55579042,-0.15839624,0.23349285,-0.38892937,1.6650839,2.8906775,0.08389568,-3.10324,0.686162935,1.9640942,-2.778374533,0.5124178,2.27521995,1.090059933,3.5476894,-1.86408745,-0.363706747,1.416112,0.05062965,0.864431668,2.1369114,0.813792116,0.677039157,-1.6543512,0.754620552,-1.18466982,1.8824053,-3.256628025,0.026780128,-0.394009575,1.9175854,-1.462292683,1.32769345,6.91869365,-0.46931267,-1.271617975,3.786809,1.617785435,3.1152067,-4.53746935,0.94680977,1.030047737,0.09233761,0.433147112,-1.5474184,1.8677197,5.2569847,1.7932555,1.281249833,2.9880562,2.177989267,1.645062444,3.1988583,-0.186598775,3.225998,-3.41268065,0.99884625,-3.7104053,2.57365085,-5.369988967,1.6431155,-1.59171135,2.0483589,1.919040333,-1.2532108,4.5841684,1.4806754,-1.0988035,0
-0.11995983,-0.18958715,-4.5140567,3.0778942,5.357145825,-0.90550705,5.919806167,3.4884148,0.786726019,-0.221214295,0.27781868,-0.7213497,1.1607542,2.18052,0.37079048,-1.86614185,0.80790184,1.3593082,-1.292904387,0.26058483,1.4304633,0.615518767,4.2057333,-0.35147025,-0.121943977,2.1368837,0.0893013,0.727362533,0.83776474,1.152697876,0.755584697,-1.0412278,-0.147785667,-0.869328675,1.092145,-1.56889435,0.21730328,-0.4093149,2.3323784,-2.04394277,1.41329674,6.2466487,0.08135891,-1.73825655,4.6282787,1.96067333,1.9031668,-3.81554085,0.25572586,0.474068977,0.028087616,-0.408243492,-3.21574615,2.745802,5.411829,2.8118569,1.286503833,2.8769903,2.249055553,-0.0246582,3.2256432,-0.28504801,1.9852171,-3.99662446,1.8420263,-2.506866,3.4940438,-3.689658433,1.66079495,-1.436293,3.00288675,2.097766807,-1.9772794,1.2568474,1.35393205,-0.7991915,0
0.013865471,-0.216165065,-3.3404136,4.9010105,5.93538695,0.3658607,6.712512267,5.5368004,1.12610295,-0.55951262,1.1948986,-0.7629318,1.465333,2.6647854,0.747777,-2.31817725,0.363240243,1.5736609,-1.172353587,0.8493881,2.07536075,1.045318267,4.6481495,-0.2831657,0.362073773,2.2885323,-0.21830985,0.1942377,1.6810865,0.835400362,0.411512077,-1.5438931,-0.245188945,0.5260822,1.886467,-1.7108009,0.9903364,0.260862825,2.0420074,0.165581083,3.06288005,6.5154696,-0.79008675,-2.009572388,3.7925978,1.79208515,1.5242119,-5.03889225,0.49280548,0.273533502,0.5694113,-0.30150969,-2.24510505,2.7930775,4.4782267,2.369964,1.729673667,2.9331665,1.644947057,1.6631131,2.192605,-0.656296725,2.3262892,-4.07997992,-0.46695645,-2.18414215,3.41125215,-5.460183967,1.610161535,-1.71966515,2.46251535,1.3468685,-1.10703324,2.6239176,1.807336167,0.019948006,0
-0.20912552,-0.43740032,-5.212335,1.5767765,5.353119075,-0.2814989,6.5465489,0.95666504,-0.16772175,-0.339568135,1.1920815,-1.1726532,2.1053076,1.3074408,0.4090023,-0.611388205,0.306664465,1.5957165,-0.382617,0.7802887,1.844529175,0.531498447,3.6951704,-2.659388015,-0.961718367,1.9813194,-1.456386585,0.219258683,1.7025986,1.20427171,0.286615043,-1.26400425,0.504932425,-0.371571557,1.8596945,-2.621162868,1.2254925,-0.74327445,2.6592636,-3.515248387,1.9215603,7.00773765,0.37620544,-3.120525075,4.3560038,2.4771757,2.91603,-4.6576774,-0.14318848,-0.35426078,-0.8258867,0.391329293,-0.8760934,1.6538019,5.840948,2.0546678,2.3498861,2.2435837,0.931507113,1.2283845,2.2377348,0.05084705,2.0889416,-5.1662852,1.26281735,-2.3245752,2.4160161,-5.3256505,1.776297418,-1.8963972,3.0413432,1.7255621,-1.49747492,3.499277,2.429821633,-1.4829521,0
0.35315323,0.595538625,-3.0030546,2.2543516,5.53882995,0.21836755,6.660038467,2.088891,1.4165535,0.28338147,0.40131474,-0.37760925,1.7439528,2.0047884,-0.3126831,-2.41902495,-1.15120387,2.562191,-1.284151877,0.4101944,2.6203728,0.969563167,4.0132246,-1.562192185,-0.1348324,1.4628258,-0.2576568,0.781035626,2.8539076,2.069830145,0.88717539,-1.0181434,0.73035645,-0.548243547,1.8148537,-2.014981085,0.320858,-0.31488775,3.3134775,-0.8605701,1.594801916,5.977551,-0.3396597,-0.801783908,4.0982294,1.22521975,0.18070126,-5.05669845,0.028877258,0.020647203,-2.130653,-0.358828946,-0.0094974,2.112749,4.109845,1.4981734,1.1897624,2.6552782,1.954758343,1.0628297,2.3765373,-0.05360365,3.407277,-3.90381956,1.5505087,-4.9227471,2.14110088,-6.4012971,2.898194325,-1.98922135,3.48104,1.881859821,-2.33256105,3.4136486,1.8384479,-2.2582345,0
0.48099136,0.50635768,-3.8354425,4.6756353,5.6802524,-1.3790522,5.675583667,2.9632244,0.73998306,0.936219225,0.14145565,-1.6109633,0.81975937,3.363246,0.6209116,-3.6408214,-1.27898265,1.3338623,-2.238066667,0.11670208,0.848925615,0.416497417,3.6655207,-0.41715175,-0.275730767,0.36077785,-0.2831869,0.465180095,1.687377,2.08971607,0.992421323,-1.1587738,0.900436885,-0.541256753,1.1609478,-2.49831908,1.4123278,0.1905539,2.234932,-2.043713413,2.18790773,5.45536385,-0.4564371,-1.580115885,3.8834887,2.14307545,-0.303689,-5.3934016,0.5674095,-0.3433693,-1.659287,0.304765278,-2.1873367,1.7132072,4.238,1.903345133,1.307341667,1.5881319,2.278283413,0.80774545,2.5897493,0.1510525,1.3339376,-3.85331251,1.05994195,-2.68205525,1.76671505,-5.360871033,2.3045979,0.4747603,1.8125286,2.2696413,-1.62782004,3.4058962,2.617962533,-1.2183647,0
