X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,label
AAAS,ABI2,ACTA1,ACTA2,ACTB,ACTC1,ACTG1,ACTG2,ACTN4,ANP32E,ARMC6,ATXN10,BAK1,BOP1,CAPZB,CD2AP,CHCHD3,CHD4,CNOT1,CYFIP1,DBN1,DHX9,DSTN,EPAS1,FANCI,FLNA,FLNB,GTF2I,GYS1,HNRNPA3,HNRNPH1,HNRNPM,HNRNPU,INF2,IPO4,IPO7,IQGAP1,LRPPRC,MRPS17,MYH10,MYH9,MYL6,NCKAP1,NDUFA10,NDUFC1,NDUFS1,NDUFS2,NUBPL,OXSM,PCBP2,PDLIM1,PML,PPM1F,PRC1,PRDX1,RAC1,RNH1,RPA1,RPN1,RRP1,RUFY1,SAFB2,SAMM50,SART3,SLC2A1,SLC2A3,SLC3A2,SLC7A11,SMPD4,SQSTM1,STRAP,TARDBP,TLN1,TRIP6,WASF2,ZHX2,label,
-0.563062301,-0.946747045,-0.281892188,-0.266446323,-0.462097209,-0.165766075,-1.026471745,-0.069109256,-0.670931068,0.151370517,-0.49790204,-1.040741776,0.722402951,-0.377438259,-0.818479456,-0.701458134,-0.677274683,-0.796617992,0.409082886,-0.130681769,-0.650404774,-0.264747584,-0.208357176,-0.065599348,-0.584348604,-0.274747971,1.472923369,-0.249927991,-0.749996906,-0.907950802,-0.536951994,-0.769254777,-0.113698322,-0.386324211,-0.895367589,-0.595198399,0.006498646,-0.398598404,-0.130699407,-0.796826406,0.09381188,-0.751975481,-0.658588365,0.331282166,-0.692465308,-0.141708561,-0.016274042,-0.014843638,-0.28570597,-0.920512996,-0.447479648,-0.534213932,0.601604378,-0.358163676,-0.120002115,0.020917101,-0.382585005,-0.630011749,-0.203362272,-0.215070716,-0.452300032,-0.184884628,-0.560415764,-0.708637119,-0.46120207,-0.513957158,-0.361047008,-0.416557544,-0.588446501,-0.628158007,-0.551500851,-0.352697211,-0.647491392,-0.655187235,-0.241522145,-0.424330567,1
-1.283516388,-1.218811975,-0.273839444,0.444713443,-0.408703239,-0.186966735,-0.931688048,0.030614957,-0.850582385,-0.45189275,-1.252248807,-1.049098067,-1.314411351,-0.793454475,-0.858106929,-0.18479497,-0.993727568,-0.373788675,-1.27811968,-0.76462059,-0.963818488,-1.308178992,-1.02083099,-0.672654876,-0.890555383,-1.026386415,-1.222387409,-1.217478006,-1.093966859,-0.951769817,-1.272529403,-1.151096452,-1.183451693,-0.796498031,-1.074775247,-1.027472566,-0.884568226,-1.31073563,-0.938980163,-0.198594285,-0.730644705,-1.045156356,-1.193808818,-1.468909236,0.168551668,-1.2936452,-1.015379479,-0.58083453,-1.139585523,-1.105878504,-0.216265694,-1.229914553,-1.036703809,-0.690676177,-1.109321425,-1.028629498,-1.089109486,-1.059164256,-1.274300903,-1.076290916,-1.040572479,-1.067580333,-1.206466576,-1.259607054,-0.759624467,0.502921256,-0.382935814,-0.293353827,-1.310358364,-1.080047649,-0.880016745,-1.263270434,-0.702283249,-1.08257103,-1.147243479,-0.072760827,1
-0.159757846,-0.412250742,-0.193312004,0.551630748,-0.318474841,0.114082633,-0.645261076,0.291597525,-0.346686068,-0.055399467,-0.551513189,-0.777700286,-0.719286646,0.01757038,-0.611213806,-0.248635533,-0.564511045,-0.720181128,-0.304863416,-0.202674109,0.206683387,-0.591098673,-1.077039089,-0.405295989,-0.353142748,0.227495894,-0.266389101,-0.101567472,-0.696029696,-0.694592476,-0.585718051,-0.296912389,-0.62848715,-0.576016607,0.270782189,-0.452885917,-0.590012401,-0.847173109,-1.036112615,1.295891355,0.069213536,-0.603930552,-0.668560532,-0.541283111,-1.000674911,-0.693213516,-0.872256937,-0.800779177,-1.064715082,-0.239958663,-0.114769759,-0.491709419,0.251345386,-0.396530503,-0.842138324,-0.548678449,-0.181587598,0.948595336,-0.507956184,-0.562229246,-0.902992633,-0.804376523,-0.827677842,-0.24315301,1.618046943,0.117517531,-0.073373661,-0.287343889,-0.529132423,-0.634475876,-0.262030454,-0.691638142,-0.22238738,-0.50519532,-0.496751844,1.113631023,1
-0.870639176,-1.301859878,-0.2657867,-0.689705012,-0.857421507,-0.174246339,-0.928778838,-0.153577917,-0.67479884,-0.699385372,-0.983651538,-1.498157848,-0.791693485,-0.96763542,-0.912984,-1.353968078,-1.048521167,-0.574587102,-1.111025865,-1.312349147,-0.666305132,-1.253018967,-0.845382307,-0.707733235,-0.942999638,-1.07164946,-1.199130663,-1.296575113,-0.454313404,-1.253132349,-0.710357557,-1.200804971,-1.379758032,-0.860715145,-0.850515674,-1.497301416,-1.37076098,-1.285301762,-1.015298518,-1.046272233,-1.048899831,0.622049736,-1.421174227,-1.324340603,-0.222148123,-1.479638717,-0.80253057,-1.230404387,-1.084324007,-0.671861617,1.609496007,-1.239623104,-1.172287934,-0.422108387,0.434430181,-1.126395898,-0.965027347,-0.66274165,-1.349969038,-1.170424287,-0.69543683,-1.207527725,-0.323296025,-1.193976001,-0.634408955,-0.658662646,-0.401762455,-0.388310838,-0.901333775,-0.203969791,-0.759509418,-1.425769774,-1.175614195,-0.071290138,-1.005914646,-0.974776444,1
-0.551824715,-0.573695865,-4.61E-05,-0.513892204,-0.107399875,-0.174246339,0.091974389,-0.149277695,-0.53626403,-0.254277467,-0.255298055,0.91535682,-0.619107321,-0.069106558,0.301184618,-0.119098576,-0.63002513,-0.47813106,0.172481726,-0.522915899,1.271654,-0.294186088,-0.554415433,-0.525616576,-0.668372195,-0.78207793,-0.285264141,0.277671089,-0.584118746,-0.62245588,-0.246262699,-0.503548252,-0.206192412,-0.520356444,-0.80566376,-0.690073388,-0.606007059,0.197280786,0.233547286,-0.831992384,-0.302483678,-0.553806513,0.141891733,-0.644623916,-0.031723015,-0.137391497,0.118285613,-0.33742912,0.766045462,-0.706213029,-0.313877856,-0.567365085,0.033280917,-0.537208869,0.518464557,0.116330428,-0.279052748,0.444457161,-0.235403969,-0.307868862,0.87368504,-0.724131459,-0.001777736,-0.853687262,-0.292520608,-0.518613523,-0.062542672,1.25841201,0.430476749,2.228085848,-0.395880666,-0.331543451,-0.157546141,0.141819492,-0.218183439,-0.322396146,1
2.307932672,1.284916202,-4.61E-05,-0.410777079,0.755538476,-0.123364756,0.431905526,-0.125728856,-0.086897574,1.920122,2.707936336,1.341527632,2.169051921,0.993512995,0.117115539,0.091352583,2.165242513,1.695466422,1.495729719,2.036987285,0.998874533,2.442851357,1.276876719,-0.449280252,2.632232375,0.152148119,0.483444335,0.601755451,0.045025305,2.056484929,2.853378775,1.876665062,1.992678446,-0.091069435,3.769231521,2.25302782,-0.110471632,1.685162056,1.322818348,0.02759,-0.271292478,1.321861876,0.071089346,0.815709142,3.274040444,1.332568873,2.978289911,1.702190907,3.201117421,1.85045692,0.885949092,3.490336013,-0.027731939,5.077136833,1.49939259,0.838192593,2.242906936,0.165764497,0.934598321,3.729184279,1.440015874,1.205601843,1.340561122,2.485775157,0.074184569,-0.160073441,0.647992917,-0.389512825,0.818553988,0.591676734,0.500901714,2.201619332,-0.079676055,1.203641138,-0.165721219,-0.898429643,0
-0.853990901,-0.674349924,-0.2657867,0.518779912,-0.409886798,-0.080963436,0.069757251,0.007987595,-0.268549462,-0.88468916,-0.435626464,-0.596768432,0.165961352,0.174548268,-0.158558514,-0.511421108,0.039012651,-0.837869633,-0.214335086,0.397863876,-0.567722915,-0.547089596,-0.546474333,0.400415735,-0.221186235,-0.017580303,-0.278298352,-0.459428437,-0.045014724,-0.80957162,-0.696463317,-0.596278046,-0.720681422,0.638190667,-1.299034819,-0.806097593,0.599945297,-0.588898237,-0.935511147,-0.579809905,-0.215977419,-0.673880439,-0.61471083,-0.470219355,-0.309563097,-0.697170825,-0.861859145,-1.008993443,-0.770581207,-0.804114555,-0.147522911,0.357552077,-0.172355007,-0.332585791,-0.179470725,-0.758253784,-0.408810568,-0.752871004,-0.527000367,0.243579111,-0.362161512,-0.935978428,-0.751317248,-1.065471501,-0.273068592,0.004690233,-0.109042207,0.139361666,-0.205440726,-0.498722687,-0.426218175,-0.940675591,-0.422264035,-0.434391684,-0.562678702,0.33830533,1
0.523653831,0.133540076,0.491171237,-0.52499457,-0.230587831,-0.047042381,1.072080522,-0.122554882,-0.678799983,-0.015308188,1.085522185,0.09607704,-0.166812545,-0.473212966,1.852240461,0.014892374,1.215486802,-0.256706812,-0.088055738,-0.703235272,0.580518459,1.360763328,0.189318232,-0.529251639,0.789352529,-0.223151298,0.306827889,0.951065377,-0.014906702,-0.561548669,0.33729538,0.304048005,0.883124133,-0.372169255,-0.267440785,-0.079908618,0.160764879,1.10275676,0.948164607,1.352676883,-0.537029514,0.703948835,0.596195173,0.266185596,0.097142252,0.434259758,0.255291807,0.637658815,0.881916382,0.48564887,1.158719417,-0.174168734,-0.13619924,-0.179118482,4.347197172,1.254458851,-0.322696781,0.921727507,0.893627897,0.99464324,0.793034785,-0.299153599,0.231825396,0.646451099,2.007890166,-0.123538887,-0.078590682,-0.307176683,1.004434166,-0.314694498,1.304564796,0.56701059,-0.028924151,-0.532212498,-0.188561235,0.700484572,0
-0.158925432,-0.70657251,-0.193312004,-0.638755798,0.080328094,-0.178486471,-1.30251931,-0.136888958,-0.798929535,-0.264379207,-0.626243881,-0.693047431,-0.408829925,0.368248065,-1.000937662,1.595688649,-0.684818729,-0.636464563,-0.186562836,1.326316816,-0.928719921,-0.409709913,-0.316058348,0.481114135,-0.554461017,-0.680627932,0.041004408,0.279808848,-0.474764136,-0.796023122,-0.490365424,-0.548798608,-0.362323037,0.065354817,-0.088033127,-0.430748419,0.125785907,0.021514592,0.115600738,-0.843075824,-0.458065083,-0.746784063,0.093882871,0.311210723,-0.485624242,-0.088824524,0.567225552,0.147915401,0.227691339,-0.495348204,-0.489424397,1.185620514,-0.792652382,-0.396530503,0.006596705,0.540642679,-0.577319592,-0.292942621,-0.034338081,-0.114928832,-0.05913004,-0.429471583,0.184602397,-0.929245702,-0.52174784,-0.620695364,-0.215310659,-0.19899781,-0.445563517,-0.100129941,-0.396863826,-0.645484483,-0.10649124,0.012789181,-0.88792452,-0.352352384,1
